num__applicant_income,num__coapplicant_income,num__loan_amount,num__loan_term,num__credit_history,num__total_income,num__income_loan_ratio,num__monthly_loan_amount,num__income_share_ratio,num__high_income_flag,cat__gender_Female,cat__gender_Male,cat__married_No,cat__married_Yes,cat__dependents_0,cat__dependents_1,cat__dependents_2,cat__dependents_3+,cat__education_Graduate,cat__education_Not Graduate,cat__self_employed_No,cat__self_employed_Yes,cat__property_area_Rural,cat__property_area_Semiurban,cat__property_area_Urban,loan_status
-0.33534162900848696,-1.5068697796010229,1.707885085869846,1.7381277277778446,0.39336295082970174,-0.9181491770617023,-0.8544330937648904,-0.2196543465807843,1.3000935839158299,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
0.8518797884280249,-0.019695900714861665,0.17384490843289316,-1.3409293630597894,0.39336295082970174,0.7744632536927721,-0.1615366809087053,1.5360158330440383,0.4688007920012851,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-1.4095797393475664,0.21857736632043576,-1.6483144901470406,1.7381277277778446,0.39336295082970174,-1.2061733137561936,0.7072865538451989,-1.3029092658053045,-1.5371373681753369,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1.3998872575468637,0.7852028184165699,1.3574698169121664,0.7117753641653,0.39336295082970174,1.6037092158752784,-0.33480989106527614,0.04570972490305859,0.2616423253435076,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.06458341039988488,0.2267135266582264,1.5443579603562623,0.7117753641653,0.39336295082970174,0.15111689903288017,-0.6439491172639149,0.1260813067267365,0.002085597074300898,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.35203753866137955,-1.1122660032181766,-0.8073178446486097,-1.3409293630597894,0.39336295082970174,-0.12702405650052576,0.10181194630178575,0.2771378127851504,1.0481665235411495,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-1.0634562747474958,-0.48984973737719245,-0.3790325159225568,1.7381277277778446,0.39336295082970174,-1.175111887249925,-0.5982669757445158,-0.8932328114350103,-0.35770578259509994,-1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.1096742540487468,-0.2213564462301012,-1.6950365260080646,0.19859918235902763,-2.542181458347177,0.011105165917502395,2.6176457219574893,-1.2263062901944963,0.3048530019361497,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-1.7075379845954437,1.6621646719684329,1.0226285599081615,-0.3145769994472447,0.39336295082970174,-0.8953237348563382,-0.7841784603879494,0.5853693243647075,-2.8760724806865934,-1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
1.3604327693541096,0.08839880091578546,0.9369714941629509,0.7117753641653,0.39336295082970174,1.2853295941860243,-0.29357116219114365,-0.13512633420021647,0.5587605557438344,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
